Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Term Source REF	Term Accession Number	Characteristics[morphology]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[plate identifier]	Term Source REF	Term Accession Number	Parameter Value[well coordinate]	Term Source REF	Term Accession Number	Parameter Value[actual dose]	Unit	Term Source REF	Term Accession Number	Sample Name	Factor Value[compound]	Term Source REF	Term Accession Number	Factor Value[discretized dose]	Term Source REF	Term Accession Number	Factor Value[dose]	Unit	Term Source REF	Term Accession Number	Factor Value[timepoint]	Unit	Term Source REF	Term Accession Number
<184B5>-<GF1>-plate1-F05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			F05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-F05	vehicle control			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-F06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			F06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-F06	vehicle control			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-F07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			F07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-F07	HGF - Hepatocyte Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-F08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			F08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-F08	HGF - Hepatocyte Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-F09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			F09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-F09	HGF - Hepatocyte Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-F10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			F10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-F10	HGF - Hepatocyte Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-F11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			F11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-F11	HGF - Hepatocyte Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-F12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			F12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-F12	HGF - Hepatocyte Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G01	FGF1 - Fibroblast Growth Factor (acidic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G02	FGF1 - Fibroblast Growth Factor (acidic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G03	FGF1 - Fibroblast Growth Factor (acidic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G04	FGF1 - Fibroblast Growth Factor (acidic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G05	FGF1 - Fibroblast Growth Factor (acidic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G06	FGF1 - Fibroblast Growth Factor (acidic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G07	PDGFBB - Platelet Derived Growth Factor BB			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G08	PDGFBB - Platelet Derived Growth Factor BB			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G09	PDGFBB - Platelet Derived Growth Factor BB			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G10	PDGFBB - Platelet Derived Growth Factor BB			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G11	PDGFBB - Platelet Derived Growth Factor BB			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-G12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			G12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-G12	PDGFBB - Platelet Derived Growth Factor BB			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H01	bFGF (FGF2) - Fibroblast Growth Factor (basic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H02	bFGF (FGF2) - Fibroblast Growth Factor (basic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H03	bFGF (FGF2) - Fibroblast Growth Factor (basic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H04	bFGF (FGF2) - Fibroblast Growth Factor (basic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H05	bFGF (FGF2) - Fibroblast Growth Factor (basic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H06	bFGF (FGF2) - Fibroblast Growth Factor (basic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H07	EFNA1 - Ephrin A1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H08	EFNA1 - Ephrin A1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H09	EFNA1 - Ephrin A1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H10	EFNA1 - Ephrin A1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H11	EFNA1 - Ephrin A1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF1>-plate1-H12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF1>-plate1			H12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF1>-plate1-H12	EFNA1 - Ephrin A1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
#comment line to indicate start of a new plate																																			
<184B5>-<GF2>-plate2-A01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A01	VEGF-165 - Vascular endothelial growth factor A			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A02	VEGF-165 - Vascular endothelial growth factor A			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A03	VEGF-165 - Vascular endothelial growth factor A			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A04	VEGF-165 - Vascular endothelial growth factor A			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A05	VEGF-165 - Vascular endothelial growth factor A			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A06	VEGF-165 - Vascular endothelial growth factor A			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A07	NGFbeta - Nerve Growth Factor 			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A08	NGFbeta - Nerve Growth Factor 			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A09	NGFbeta - Nerve Growth Factor 			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A10	NGFbeta - Nerve Growth Factor 			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A11	NGFbeta - Nerve Growth Factor 			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-A12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			A12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-A12	NGFbeta - Nerve Growth Factor 			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B01	EGF - Epidermal Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B02	EGF - Epidermal Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B03	EGF - Epidermal Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B04	EGF - Epidermal Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B05	EGF - Epidermal Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B06	EGF - Epidermal Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B07	INS - Insulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B08	INS - Insulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B09	INS - Insulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B10	INS - Insulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B11	INS - Insulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-B12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			B12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-B12	INS - Insulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-C01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			C01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-C01	EPR - Epiregulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-C02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			C02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-C02	EPR - Epiregulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-C03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			C03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-C03	EPR - Epiregulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-C04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			C04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-C04	EPR - Epiregulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-C05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			C05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-C05	EPR - Epiregulin			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-C06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			C06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-C06	EPR - Epiregulin			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-C07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			C07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-C07	IGF1 - Insulin-like Growth Factor 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-C08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			C08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-C08	IGF1 - Insulin-like Growth Factor 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF2>-plate2-C09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF2>-plate2			C09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF2>-plate2-C09	IGF1 - Insulin-like Growth Factor 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
