"Sample Name"	"Protocol REF"	"Protocol REF"	"Protocol REF"	"Labeled Sample Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Assay Name"	"Protocol REF"	"Parameter Value[cellular component]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[emission wavelength]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[microscopy instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[optical path]"	"Parameter Value[detector voltage]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Image File"	"Raw Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Data File"	"Factor Value[compound]"	"Term Source REF"	"Term Accession Number"	"Factor Value[dose]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"
"<SKBR3>-<GF1>-plate1-A05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A05"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A05-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA56"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A05"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A05-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA57"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A05"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A05-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA59"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A05"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A05-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA60"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A06"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A06-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA62"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A06"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A06-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA63"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A06"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A06-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA65"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A06"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A06-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA66"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A06"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A06-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA68"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A06"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A06-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA69"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A06"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A06-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA71"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A06"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A06-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA72"	""	"VEGF-165 - Vascular endothelial growth factor A"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A07"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A07-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA74"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A07-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA75"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A07"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A07-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA77"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A07-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA78"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A07"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A07-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA80"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A07-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA81"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A07"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A07-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA83"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A07-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA84"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A08"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A08-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA86"	""	"NGFbeta- Nerve Growth Factor "	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A08-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA87"	""	"NGFbeta- Nerve Growth Factor "	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A08"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A08-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA89"	""	"NGFbeta- Nerve Growth Factor "	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A08-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA90"	""	"NGFbeta- Nerve Growth Factor "	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A08"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A08-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA92"	""	"NGFbeta- Nerve Growth Factor "	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A08-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA93"	""	"NGFbeta- Nerve Growth Factor "	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A08"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A08-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA95"	""	"NGFbeta- Nerve Growth Factor "	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A08-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA96"	""	"NGFbeta- Nerve Growth Factor "	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A09"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A09-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA98"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A09-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA99"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A09"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A09-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA101"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A09-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA102"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A09"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A09-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA104"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A09-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA105"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A09"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A09-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA107"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A09-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA108"	""	"NGFbeta- Nerve Growth Factor "	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A10"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A10"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A10-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA110"	""	"NGFbeta- Nerve Growth Factor "	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-A10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-A10"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-A10"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-A10-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA111"	""	"NGFbeta- Nerve Growth Factor "	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
